

pwl	ợ
rsfl	rậng
rsnl	rận
rsml	rậm
rsvl	rập
rsrl	rật

rso	roạnh
rsuo	ruậu
rsjo	ruậy
rsco	ruậc
rsfo	ruậng
rsno	ruận
rsmo	ruậm
rsvo	ruập
rsro	ruật

rql	rạch
rqul	rạu
rqjl	rạy
rqcl	rặc
rqfl	rặng
rqnl	rặn
rqml	rặm
rqvl	rặp
rqrl	rặt

rqo	roạch
rquo	roạu
rqjo	roạy
rqco	roặc
rqfo	roặng
rqno	roặn
rqmo	roặm
rqvo	roặp
rqro	roặt

rtl	rự
rtul	rựu
rtjl	rựi
rtcl	rực
rtfl	rựng
rtnl	rựn
rtml	rựm
rtvl	rựp
rtrl	rựt

rto	rựa
rtuo	rượu
rtjo	rượi
rtco	rược
rtfo	rượng
rtno	rượn
rtmo	rượm
rtvo	rượp
rtro	rượt

rpl	rụ
rpul	rụu
rpjl	rụi
rpcl	rục
rpfl	rụng
rpnl	rụn
rpml	rụm
rpvl	rụp
rprl	rụt

rpo	rụa
rpuo	ruộu
rpjo	ruội
rpco	ruộc
rpfo	ruộng
rpno	ruộn
rpmo	ruộm
rpvo	ruộp
rpro	ruột

lwl	lợ
lwul	lợu
lwjl	lợi
lwcl	lợc
lwfl	lợng
lwnl	lợn
lwml	lợm
lwvl	lợp
lwrl	lợt

lwo	luợ
lwuo	luợu
lwjo	luợi
lwco	luợc
lwfo	luợng
lwno	luợn
lwmo	luợm
lwvo	luợp
lwro	luợt

lol	lọ
loul	lọu
lojl	lọi
locl	lọc
lofl	lọng
lonl	lọn
loml	lọm
lovl	lọp
lorl	lọt

loo	loọ
louo	loọu
lojo	loọi
loco	loọc
lofo	loọng
lono	loọn
lomo	loọm
lovo	loọp
loro	loọt

lal	lạ
laul	lạo
lajl	lại
lacl	lạc
lafl	lạng
lanl	lạn
laml	lạm
lavl	lạp
larl	lạt

lao	loạ
lauo	loạo
lajo	loại
laco	loạc
lafo	loạng
lano	loạn
lamo	loạm
lavo	loạp
laro	loạt

lel	lẹ
leul	lẹo
lejl	lẹi
lecl	lẹc
lefl	lẹng
lenl	lẹn
leml	lẹm
levl	lẹp
lerl	lẹt

leo	loẹ
leuo	loẹo
lejo	loẹi
leco	loẹc
lefo	loẹng
leno	loẹn
lemo	loẹm
levo	loẹp
lero	loẹt

ldl	lệ
ldul	lệu
ldjl	lệy
ldcl	lệch
ldfl	lệnh
ldnl	lện
ldml	lệm
ldvl	lệp
ldrl	lệt

ldo	luệ
lduo	luệu
ldjo	luệy
ldco	luệch
ldfo	luệnh
ldno	luện
ldmo	luệm
ldvo	luệp
ldro	luệt

lil	lị
liul	lịu
lijl	lỵ
licl	lịch
lifl	lịnh
linl	lịn
liml	lịm
livl	lịp
lirl	lịt

lio	luị
liuo	luỵu
lijo	luỵ
lico	luỵch
lifo	luỵnh
lino	luỵn
limo	luỵm
livo	luỵp
liro	luỵt

lkl	lịa
lkul	liệu
lkjl	liệy
lkcl	liệc
lkfl	liệng
lknl	liện
lkml	liệm
lkvl	liệp
lkrl	liệt

lko	luỵa
lkuo	luyệu
lkjo	luyệy
lkco	luyệc
lkfo	luyệng
lkno	luyện
lkmo	luyệm
lkvo	luyệp
lkro	luyệt

lll	lộ
llul	lộu
lljl	lội
llcl	lộc
llfl	lộng
llnl	lộn
llml	lộm
llvl	lộp
llrl	lột

llo	loộ
lluo	loộu
lljo	loội
llco	loộc
llfo	loộng
llno	loộn
llmo	loộm
llvo	loộp
llro	loột

lsl	lạnh
lsul	lậu
lsjl	lậy
lscl	lậc
lsfl	lậng
lsnl	lận
lsml	lậm
lsvl	lập
lsrl	lật

lso	loạnh
lsuo	luậu
lsjo	luậy
lsco	luậc
lsfo	luậng
lsno	luận
lsmo	luậm
lsvo	luập
lsro	luật

lql	lạch
lqul	lạu
lqjl	lạy
lqcl	lặc
lqfl	lặng
lqnl	lặn
lqml	lặm
lqvl	lặp
lqrl	lặt

lqo	loạch
lquo	loạu
lqjo	loạy
lqco	loặc
lqfo	loặng
lqno	loặn
lqmo	loặm
lqvo	loặp
lqro	loặt

ltl	lự
ltul	lựu
ltjl	lựi
ltcl	lực
ltfl	lựng
ltnl	lựn
ltml	lựm
ltvl	lựp
ltrl	lựt

lto	lựa
ltuo	lượu
ltjo	lượi
ltco	lược
ltfo	lượng
ltno	lượn
ltmo	lượm
ltvo	lượp
ltro	lượt

lpl	lụ
lpul	lụu
lpjl	lụi
lpcl	lục
lpfl	lụng
lpnl	lụn
lpml	lụm
lpvl	lụp
lprl	lụt

lpo	lụa
lpuo	luộu
lpjo	luội
lpco	luộc
lpfo	luộng
lpno	luộn
lpmo	luộm
lpvo	luộp
lpro	luột

nwl	nợ
nwul	nợu
nwjl	nợi
nwcl	nợc
nwfl	nợng
nwnl	nợn
nwml	nợm
nwvl	nợp
nwrl	nợt

nwo	nuợ
nwuo	nuợu
nwjo	nuợi
nwco	nuợc
nwfo	nuợng
nwno	nuợn
nwmo	nuợm
nwvo	nuợp
nwro	nuợt

nol	nọ
noul	nọu
nojl	nọi
nocl	nọc
nofl	nọng
nonl	nọn
noml	nọm
novl	nọp
norl	nọt

noo	noọ
nouo	noọu
nojo	noọi
noco	noọc
nofo	noọng
nono	noọn
nomo	noọm
novo	noọp
noro	noọt

nal	nạ
naul	nạo
najl	nại
nacl	nạc
nafl	nạng
nanl	nạn
naml	nạm
navl	nạp
narl	nạt

nao	noạ
nauo	noạo
najo	noại
naco	noạc
nafo	noạng
nano	noạn
namo	noạm
navo	noạp
naro	noạt

nel	nẹ
neul	nẹo
nejl	nẹi
necl	nẹc
nefl	nẹng
nenl	nẹn
neml	nẹm
nevl	nẹp
nerl	nẹt

neo	noẹ
neuo	noẹo
nejo	noẹi
neco	noẹc
nefo	noẹng
neno	noẹn
nemo	noẹm
nevo	noẹp
nero	noẹt

ndl	nệ
ndul	nệu
ndjl	nệy
ndcl	nệch
ndfl	nệnh
ndnl	nện
ndml	nệm
ndvl	nệp
ndrl	nệt

ndo	nuệ
nduo	nuệu
ndjo	nuệy
ndco	nuệch
ndfo	nuệnh
ndno	nuện
ndmo	nuệm
ndvo	nuệp
ndro	nuệt

nil	nị
niul	nịu
nijl	nỵ
nicl	nịch
nifl	nịnh
ninl	nịn
niml	nịm
nivl	nịp
nirl	nịt

nio	nuị
niuo	nuỵu
nijo	nuỵ
nico	nuỵch
nifo	nuỵnh
nino	nuỵn
nimo	nuỵm
nivo	nuỵp
niro	nuỵt

nkl	nịa
nkul	niệu
nkjl	niệy
nkcl	niệc
nkfl	niệng
nknl	niện
nkml	niệm
nkvl	niệp
nkrl	niệt

nko	nuỵa
nkuo	nuyệu
nkjo	nuyệy
nkco	nuyệc
nkfo	nuyệng
nkno	nuyện
nkmo	nuyệm
nkvo	nuyệp
nkro	nuyệt

nll	nộ
nlul	nộu
nljl	nội
nlcl	nộc
nlfl	nộng
nlnl	nộn
nlml	nộm
nlvl	nộp
nlrl	nột

nlo	noộ
nluo	noộu
nljo	noội
nlco	noộc
nlfo	noộng
nlno	noộn
nlmo	noộm
nlvo	noộp
nlro	noột

nsl	nạnh
nsul	nậu
nsjl	nậy
nscl	nậc
nsfl	nậng
nsnl	nận
nsml	nậm
nsvl	nập
nsrl	nật

nso	noạnh
nsuo	nuậu
nsjo	nuậy
nsco	nuậc
nsfo	nuậng
nsno	nuận
nsmo	nuậm
nsvo	nuập
nsro	nuật

nql	nạch
nqul	nạu
nqjl	nạy
nqcl	nặc
nqfl	nặng
nqnl	nặn
nqml	nặm
nqvl	nặp
nqrl	nặt

nqo	noạch
nquo	noạu
nqjo	noạy
nqco	noặc
nqfo	noặng
nqno	noặn
nqmo	noặm
nqvo	noặp
nqro	noặt

ntl	nự
ntul	nựu
ntjl	nựi
ntcl	nực
ntfl	nựng
ntnl	nựn
ntml	nựm
ntvl	nựp
ntrl	nựt

nto	nựa
ntuo	nượu
ntjo	nượi
ntco	nược
ntfo	nượng
ntno	nượn
ntmo	nượm
ntvo	nượp
ntro	nượt

npl	nụ
npul	nụu
npjl	nụi
npcl	nục
npfl	nụng
npnl	nụn
npml	nụm
npvl	nụp
nprl	nụt

npo	nụa
npuo	nuộu
npjo	nuội
npco	nuộc
npfo	nuộng
npno	nuộn
npmo	nuộm
npvo	nuộp
npro	nuột

iwl	nhợ
iwul	nhợu
iwjl	nhợi
iwcl	nhợc
iwfl	nhợng
iwnl	nhợn
iwml	nhợm
iwvl	nhợp
iwrl	nhợt

iwo	nhuợ
iwuo	nhuợu
iwjo	nhuợi
iwco	nhuợc
iwfo	nhuợng
iwno	nhuợn
iwmo	nhuợm
iwvo	nhuợp
iwro	nhuợt

iol	nhọ
ioul	nhọu
iojl	nhọi
iocl	nhọc
iofl	nhọng
ionl	nhọn
ioml	nhọm
iovl	nhọp
iorl	nhọt

ioo	nhoọ
iouo	nhoọu
iojo	nhoọi
ioco	nhoọc
iofo	nhoọng
iono	nhoọn
iomo	nhoọm
iovo	nhoọp
ioro	nhoọt

ial	nhạ
iaul	nhạo
iajl	nhại
iacl	nhạc
iafl	nhạng
ianl	nhạn
iaml	nhạm
iavl	nhạp
iarl	nhạt

iao	nhoạ
iauo	nhoạo
iajo	nhoại
iaco	nhoạc
iafo	nhoạng
iano	nhoạn
iamo	nhoạm
iavo	nhoạp
iaro	nhoạt

iel	nhẹ
ieul	nhẹo
iejl	nhẹi
iecl	nhẹc
iefl	nhẹng
ienl	nhẹn
ieml	nhẹm
ievl	nhẹp
ierl	nhẹt

ieo	nhoẹ
ieuo	nhoẹo
iejo	nhoẹi
ieco	nhoẹc
iefo	nhoẹng
ieno	nhoẹn
iemo	nhoẹm
ievo	nhoẹp
iero	nhoẹt

idl	nhệ
idul	nhệu
idjl	nhệy
idcl	nhệch
idfl	nhệnh
idnl	nhện
idml	nhệm
idvl	nhệp
idrl	nhệt

ido	nhuệ
iduo	nhuệu
idjo	nhuệy
idco	nhuệch
idfo	nhuệnh
idno	nhuện
idmo	nhuệm
idvo	nhuệp
idro	nhuệt

iil	nhị
iiul	nhịu
iijl	nhỵ
iicl	nhịch
iifl	nhịnh
iinl	nhịn
iiml	nhịm
iivl	nhịp
iirl	nhịt

iio	nhuị
iiuo	nhuỵu
iijo	nhuỵ
iico	nhuỵch
iifo	nhuỵnh
iino	nhuỵn
iimo	nhuỵm
iivo	nhuỵp
iiro	nhuỵt

ikl	nhịa
ikul	nhiệu
ikjl	nhiệy
ikcl	nhiệc
ikfl	nhiệng
iknl	nhiện
ikml	nhiệm
ikvl	nhiệp
ikrl	nhiệt

iko	nhuỵa
ikuo	nhuyệu
ikjo	nhuyệy
ikco	nhuyệc
ikfo	nhuyệng
ikno	nhuyện
ikmo	nhuyệm
ikvo	nhuyệp
ikro	nhuyệt

ill	nhộ
ilul	nhộu
iljl	nhội
ilcl	nhộc
ilfl	nhộng
ilnl	nhộn
ilml	nhộm
ilvl	nhộp
ilrl	nhột

ilo	nhoộ
iluo	nhoộu
iljo	nhoội
ilco	nhoộc
ilfo	nhoộng
ilno	nhoộn
ilmo	nhoộm
ilvo	nhoộp
ilro	nhoột

isl	nhạnh
isul	nhậu
isjl	nhậy
iscl	nhậc
isfl	nhậng
isnl	nhận
isml	nhậm
isvl	nhập
isrl	nhật

iso	nhoạnh
isuo	nhuậu
isjo	nhuậy
isco	nhuậc
isfo	nhuậng
isno	nhuận
ismo	nhuậm
isvo	nhuập
isro	nhuật

iql	nhạch
iqul	nhạu
iqjl	nhạy
iqcl	nhặc
iqfl	nhặng
iqnl	nhặn
iqml	nhặm
iqvl	nhặp
iqrl	nhặt

iqo	nhoạch
iquo	nhoạu
iqjo	nhoạy
iqco	nhoặc
iqfo	nhoặng
iqno	nhoặn
iqmo	nhoặm
iqvo	nhoặp
iqro	nhoặt

itl	nhự
itul	nhựu
itjl	nhựi
itcl	nhực
itfl	nhựng
itnl	nhựn
itml	nhựm
itvl	nhựp
itrl	nhựt

ito	nhựa
ituo	nhượu
itjo	nhượi
itco	nhược
itfo	nhượng
itno	nhượn
itmo	nhượm
itvo	nhượp
itro	nhượt

ipl	nhụ
ipul	nhụu
ipjl	nhụi
ipcl	nhục
ipfl	nhụng
ipnl	nhụn
ipml	nhụm
ipvl	nhụp
iprl	nhụt

ipo	nhụa
ipuo	nhuộu
ipjo	nhuội
ipco	nhuộc
ipfo	nhuộng
ipno	nhuộn
ipmo	nhuộm
ipvo	nhuộp
ipro	nhuột

mwl	mợ
mwul	mợu
mwjl	mợi
mwcl	mợc
mwfl	mợng
mwnl	mợn
mwml	mợm
mwvl	mợp
mwrl	mợt

mwo	muợ
mwuo	muợu
mwjo	muợi
mwco	muợc
mwfo	muợng
mwno	muợn
mwmo	muợm
mwvo	muợp
mwro	muợt

mol	mọ
moul	mọu
mojl	mọi
mocl	mọc
mofl	mọng
monl	mọn
moml	mọm
movl	mọp
morl	mọt

moo	moọ
mouo	moọu
mojo	moọi
moco	moọc
mofo	moọng
mono	moọn
momo	moọm
movo	moọp
moro	moọt

mal	mạ
maul	mạo
majl	mại
macl	mạc
mafl	mạng
manl	mạn
maml	mạm
mavl	mạp
marl	mạt

mao	moạ
mauo	moạo
majo	moại
maco	moạc
mafo	moạng
mano	moạn
mamo	moạm
mavo	moạp
maro	moạt

mel	mẹ
meul	mẹo
mejl	mẹi
mecl	mẹc
mefl	mẹng
menl	mẹn
meml	mẹm
mevl	mẹp
merl	mẹt

meo	moẹ
meuo	moẹo
mejo	moẹi
meco	moẹc
mefo	moẹng
meno	moẹn
memo	moẹm
mevo	moẹp
mero	moẹt

mdl	mệ
mdul	mệu
mdjl	mệy
mdcl	mệch
mdfl	mệnh
mdnl	mện
mdml	mệm
mdvl	mệp
mdrl	mệt

mdo	muệ
mduo	muệu
mdjo	muệy
mdco	muệch
mdfo	muệnh
mdno	muện
mdmo	muệm
mdvo	muệp
mdro	muệt

mil	mị
miul	mịu
mijl	mỵ
micl	mịch
mifl	mịnh
minl	mịn
miml	mịm
mivl	mịp
mirl	mịt

mio	muị
miuo	muỵu
mijo	muỵ
mico	muỵch
mifo	muỵnh
mino	muỵn
mimo	muỵm
mivo	muỵp
miro	muỵt

mkl	mịa
mkul	miệu
mkjl	miệy
mkcl	miệc
mkfl	miệng
mknl	miện
mkml	miệm
mkvl	miệp
mkrl	miệt

mko	muỵa
mkuo	muyệu
mkjo	muyệy
mkco	muyệc
mkfo	muyệng
mkno	muyện
mkmo	muyệm
mkvo	muyệp
mkro	muyệt

mll	mộ
mlul	mộu
mljl	mội
mlcl	mộc
mlfl	mộng
mlnl	mộn
mlml	mộm
mlvl	mộp
mlrl	một

mlo	moộ
mluo	moộu
mljo	moội
mlco	moộc
mlfo	moộng
mlno	moộn
mlmo	moộm
mlvo	moộp
mlro	moột

msl	mạnh
msul	mậu
msjl	mậy
mscl	mậc
msfl	mậng
msnl	mận
msml	mậm
msvl	mập
msrl	mật

mso	moạnh
msuo	muậu
msjo	muậy
msco	muậc
msfo	muậng
msno	muận
msmo	muậm
msvo	muập
msro	muật

mql	mạch
mqul	mạu
mqjl	mạy
mqcl	mặc
mqfl	mặng
mqnl	mặn
mqml	mặm
mqvl	mặp
mqrl	mặt

mqo	moạch
mquo	moạu
mqjo	moạy
mqco	moặc
mqfo	moặng
mqno	moặn
mqmo	moặm
mqvo	moặp
mqro	moặt

mtl	mự
mtul	mựu
mtjl	mựi
mtcl	mực
mtfl	mựng
mtnl	mựn
mtml	mựm
mtvl	mựp
mtrl	mựt

mto	mựa
mtuo	mượu
mtjo	mượi
mtco	mược
mtfo	mượng
mtno	mượn
mtmo	mượm
mtvo	mượp
mtro	mượt

mpl	mụ
mpul	mụu
mpjl	mụi
mpcl	mục
mpfl	mụng
mpnl	mụn
mpml	mụm
mpvl	mụp
mprl	mụt

mpo	mụa
mpuo	muộu
mpjo	muội
mpco	muộc
mpfo	muộng
mpno	muộn
mpmo	muộm
mpvo	muộp
mpro	muột

fwl	phợ
fwul	phợu
fwjl	phợi
fwcl	phợc
fwfl	phợng
fwnl	phợn
fwml	phợm
fwvl	phợp
fwrl	phợt

fwo	phuợ
fwuo	phuợu
fwjo	phuợi
fwco	phuợc
fwfo	phuợng
fwno	phuợn
fwmo	phuợm
fwvo	phuợp
fwro	phuợt

fol	phọ
foul	phọu
fojl	phọi
focl	phọc
fofl	phọng
fonl	phọn
foml	phọm
fovl	phọp
forl	phọt

foo	phoọ
fouo	phoọu
fojo	phoọi
foco	phoọc
fofo	phoọng
fono	phoọn
fomo	phoọm
fovo	phoọp
foro	phoọt

fal	phạ
faul	phạo
fajl	phại
facl	phạc
fafl	phạng
fanl	phạn
faml	phạm
favl	phạp
farl	phạt

fao	phoạ
fauo	phoạo
fajo	phoại
faco	phoạc
fafo	phoạng
fano	phoạn
famo	phoạm
favo	phoạp
faro	phoạt

fel	phẹ
feul	phẹo
fejl	phẹi
fecl	phẹc
fefl	phẹng
fenl	phẹn
feml	phẹm
fevl	phẹp
ferl	phẹt

feo	phoẹ
feuo	phoẹo
fejo	phoẹi
feco	phoẹc
fefo	phoẹng
feno	phoẹn
femo	phoẹm
fevo	phoẹp
fero	phoẹt

fdl	phệ
fdul	phệu
fdjl	phệy
fdcl	phệch
fdfl	phệnh
fdnl	phện
fdml	phệm
fdvl	phệp
fdrl	phệt

fdo	phuệ
fduo	phuệu
fdjo	phuệy
fdco	phuệch
fdfo	phuệnh
fdno	phuện
fdmo	phuệm
fdvo	phuệp
fdro	phuệt

fil	phị
fiul	phịu
fijl	phỵ
ficl	phịch
fifl	phịnh
finl	phịn
fiml	phịm
fivl	phịp
firl	phịt

fio	phuị
fiuo	phuỵu
fijo	phuỵ
fico	phuỵch
fifo	phuỵnh
fino	phuỵn
fimo	phuỵm
fivo	phuỵp
firo	phuỵt

fkl	phịa
fkul	phiệu
fkjl	phiệy
fkcl	phiệc
fkfl	phiệng
fknl	phiện
fkml	phiệm
fkvl	phiệp
fkrl	phiệt

fko	phuỵa
fkuo	phuyệu
fkjo	phuyệy
fkco	phuyệc
fkfo	phuyệng
fkno	phuyện
fkmo	phuyệm
fkvo	phuyệp
fkro	phuyệt

fll	phộ
flul	phộu
fljl	phội
flcl	phộc
flfl	phộng
flnl	phộn
flml	phộm
flvl	phộp
flrl	phột

flo	phoộ
fluo	phoộu
fljo	phoội
flco	phoộc
flfo	phoộng
flno	phoộn
flmo	phoộm
flvo	phoộp
flro	phoột

fsl	phạnh
fsul	phậu
fsjl	phậy
fscl	phậc
fsfl	phậng
fsnl	phận
fsml	phậm
fsvl	phập
fsrl	phật

fso	phoạnh
fsuo	phuậu
fsjo	phuậy
fsco	phuậc
fsfo	phuậng
fsno	phuận
fsmo	phuậm
fsvo	phuập
fsro	phuật

fql	phạch
fqul	phạu
fqjl	phạy
fqcl	phặc
fqfl	phặng
fqnl	phặn
fqml	phặm
fqvl	phặp
fqrl	phặt

fqo	phoạch
fquo	phoạu
fqjo	phoạy
fqco	phoặc
fqfo	phoặng
fqno	phoặn
fqmo	phoặm
fqvo	phoặp
fqro	phoặt

ftl	phự
ftul	phựu
ftjl	phựi
ftcl	phực
ftfl	phựng
ftnl	phựn
ftml	phựm
ftvl	phựp
ftrl	phựt

fto	phựa
ftuo	phượu
ftjo	phượi
ftco	phược
ftfo	phượng
ftno	phượn
ftmo	phượm
ftvo	phượp
ftro	phượt

fpl	phụ
fpul	phụu
fpjl	phụi
fpcl	phục
fpfl	phụng
fpnl	phụn
fpml	phụm
fpvl	phụp
fprl	phụt

fpo	phụa
fpuo	phuộu
fpjo	phuội
fpco	phuộc
fpfo	phuộng
fpno	phuộn
fpmo	phuộm
fpvo	phuộp
fpro	phuột

vwl	vợ
vwul	vợu
vwjl	vợi
vwcl	vợc
vwfl	vợng
vwnl	vợn
vwml	vợm
vwvl	vợp
vwrl	vợt

vwo	vuợ
vwuo	vuợu
vwjo	vuợi
vwco	vuợc
vwfo	vuợng
vwno	vuợn
vwmo	vuợm
vwvo	vuợp
vwro	vuợt

vol	vọ
voul	vọu
vojl	vọi
vocl	vọc
vofl	vọng
vonl	vọn
voml	vọm
vovl	vọp
vorl	vọt

voo	voọ
vouo	voọu
vojo	voọi
voco	voọc
vofo	voọng
vono	voọn
vomo	voọm
vovo	voọp
voro	voọt

val	vạ
vaul	vạo
vajl	vại
vacl	vạc
vafl	vạng
vanl	vạn
vaml	vạm
vavl	vạp
varl	vạt

vao	voạ
vauo	voạo
vajo	voại
vaco	voạc
vafo	voạng
vano	voạn
vamo	voạm
vavo	voạp
varo	voạt

vel	vẹ
veul	vẹo
vejl	vẹi
vecl	vẹc
vefl	vẹng
venl	vẹn
veml	vẹm
vevl	vẹp
verl	vẹt

veo	voẹ
veuo	voẹo
vejo	voẹi
veco	voẹc
vefo	voẹng
veno	voẹn
vemo	voẹm
vevo	voẹp
vero	voẹt

vdl	vệ
vdul	vệu
vdjl	vệy
vdcl	vệch
vdfl	vệnh
vdnl	vện
vdml	vệm
vdvl	vệp
vdrl	vệt

vdo	vuệ
vduo	vuệu
vdjo	vuệy
vdco	vuệch
vdfo	vuệnh
vdno	vuện
vdmo	vuệm
vdvo	vuệp
vdro	vuệt

vil	vị
viul	vịu
vijl	vỵ
vicl	vịch
vifl	vịnh
vinl	vịn
viml	vịm
vivl	vịp
virl	vịt

vio	vuị
viuo	vuỵu
vijo	vuỵ
vico	vuỵch
vifo	vuỵnh
vino	vuỵn
vimo	vuỵm
vivo	vuỵp
viro	vuỵt

vkl	vịa
vkul	việu
vkjl	việy
vkcl	việc
vkfl	việng
vknl	viện
vkml	việm
vkvl	việp
vkrl	việt

vko	vuỵa
vkuo	vuyệu
vkjo	vuyệy
vkco	vuyệc
vkfo	vuyệng
vkno	vuyện
vkmo	vuyệm
vkvo	vuyệp
vkro	vuyệt

vll	vộ
vlul	vộu
vljl	vội
vlcl	vộc
vlfl	vộng
vlnl	vộn
vlml	vộm
vlvl	vộp
vlrl	vột

vlo	voộ
vluo	voộu
vljo	voội
vlco	voộc
vlfo	voộng
vlno	voộn
vlmo	voộm
vlvo	voộp
vlro	voột

vsl	vạnh
vsul	vậu
vsjl	vậy
vscl	vậc
vsfl	vậng
vsnl	vận
vsml	vậm
vsvl	vập
vsrl	vật

vso	voạnh
vsuo	vuậu
vsjo	vuậy
vsco	vuậc
vsfo	vuậng
vsno	vuận
vsmo	vuậm
vsvo	vuập
vsro	vuật

vql	vạch
vqul	vạu
vqjl	vạy
vqcl	vặc
vqfl	vặng
vqnl	vặn
vqml	vặm
vqvl	vặp
vqrl	vặt

vqo	voạch
vquo	voạu
vqjo	voạy
vqco	voặc
vqfo	voặng
vqno	voặn
vqmo	voặm
vqvo	voặp
vqro	voặt

vtl	vự
vtul	vựu
vtjl	vựi
vtcl	vực
vtfl	vựng
vtnl	vựn
vtml	vựm
vtvl	vựp
vtrl	vựt

vto	vựa
vtuo	vượu
vtjo	vượi
vtco	vược
vtfo	vượng
vtno	vượn
vtmo	vượm
vtvo	vượp
vtro	vượt

vpl	vụ
vpul	vụu
vpjl	vụi
vpcl	vục
vpfl	vụng
vpnl	vụn
vpml	vụm
vpvl	vụp
vprl	vụt

vpo	vụa
vpuo	vuộu
vpjo	vuội
vpco	vuộc
vpfo	vuộng
vpno	vuộn
vpmo	vuộm
vpvo	vuộp
vpro	vuột

ewl	bợ
ewul	bợu
ewjl	bợi
ewcl	bợc
ewfl	bợng
ewnl	bợn
ewml	bợm
ewvl	bợp
ewrl	bợt

ewo	buợ
ewuo	buợu
ewjo	buợi
ewco	buợc
ewfo	buợng
ewno	buợn
ewmo	buợm
ewvo	buợp
ewro	buợt

eol	bọ
eoul	bọu
eojl	bọi
eocl	bọc
eofl	bọng
eonl	bọn
eoml	bọm
eovl	bọp
eorl	bọt

eoo	boọ
eouo	boọu
eojo	boọi
eoco	boọc
eofo	boọng
eono	boọn
eomo	boọm
eovo	boọp
eoro	boọt

eal	bạ
eaul	bạo
eajl	bại
eacl	bạc
eafl	bạng
eanl	bạn
eaml	bạm
eavl	bạp
earl	bạt

eao	boạ
eauo	boạo
eajo	boại
eaco	boạc
eafo	boạng
eano	boạn
eamo	boạm
eavo	boạp
earo	boạt

eel	bẹ
eeul	bẹo
eejl	bẹi
eecl	bẹc
eefl	bẹng
eenl	bẹn
eeml	bẹm
eevl	bẹp
eerl	bẹt

eeo	boẹ
eeuo	boẹo
eejo	boẹi
eeco	boẹc
eefo	boẹng
eeno	boẹn
eemo	boẹm
eevo	boẹp
eero	boẹt

edl	bệ
edul	bệu
edjl	bệy
edcl	bệch
edfl	bệnh
ednl	bện
edml	bệm
edvl	bệp
edrl	bệt

edo	buệ
eduo	buệu
edjo	buệy
edco	buệch
edfo	buệnh
edno	buện
edmo	buệm
edvo	buệp
edro	buệt

eil	bị
eiul	bịu
eijl	bỵ
eicl	bịch
eifl	bịnh
einl	bịn
eiml	bịm
eivl	bịp
eirl	bịt

eio	buị
eiuo	buỵu
eijo	buỵ
eico	buỵch
eifo	buỵnh
eino	buỵn
eimo	buỵm
eivo	buỵp
eiro	buỵt

ekl	bịa
ekul	biệu
ekjl	biệy
ekcl	biệc
ekfl	biệng
eknl	biện
ekml	biệm
ekvl	biệp
ekrl	biệt

eko	buỵa
ekuo	buyệu
ekjo	buyệy
ekco	buyệc
ekfo	buyệng
ekno	buyện
ekmo	buyệm
ekvo	buyệp
ekro	buyệt

ell	bộ
elul	bộu
eljl	bội
elcl	bộc
elfl	bộng
elnl	bộn
elml	bộm
elvl	bộp
elrl	bột

elo	boộ
eluo	boộu
eljo	boội
elco	boộc
elfo	boộng
elno	boộn
elmo	boộm
elvo	boộp
elro	boột

esl	bạnh
esul	bậu
esjl	bậy
escl	bậc
esfl	bậng
esnl	bận
esml	bậm
esvl	bập
esrl	bật

eso	boạnh
esuo	buậu
esjo	buậy
esco	buậc
esfo	buậng
esno	buận
esmo	buậm
esvo	buập
esro	buật

eql	bạch
equl	bạu
eqjl	bạy
eqcl	bặc
eqfl	bặng
eqnl	bặn
eqml	bặm
eqvl	bặp
eqrl	bặt

eqo	boạch
equo	boạu
eqjo	boạy
eqco	boặc
eqfo	boặng
eqno	boặn
eqmo	boặm
eqvo	boặp
eqro	boặt

etl	bự
etul	bựu
etjl	bựi
etcl	bực
etfl	bựng
etnl	bựn
etml	bựm
etvl	bựp
etrl	bựt

eto	bựa
etuo	bượu
etjo	bượi
etco	bược
etfo	bượng
etno	bượn
etmo	bượm
etvo	bượp
etro	bượt

epl	bụ
epul	bụu
epjl	bụi
epcl	bục
epfl	bụng
epnl	bụn
epml	bụm
epvl	bụp
eprl	bụt

epo	bụa
epuo	buộu
epjo	buội
epco	buộc
epfo	buộng
epno	buộn
epmo	buộm
epvo	buộp
epro	buột

swl	sợ
swul	sợu
swjl	sợi
swcl	sợc
swfl	sợng
swnl	sợn
swml	sợm
swvl	sợp
swrl	sợt

swo	suợ
swuo	suợu
swjo	suợi
swco	suợc
swfo	suợng
swno	suợn
swmo	suợm
swvo	suợp
swro	suợt

sol	sọ
soul	sọu
sojl	sọi
socl	sọc
sofl	sọng
sonl	sọn
soml	sọm
sovl	sọp
sorl	sọt

soo	soọ
souo	soọu
sojo	soọi
soco	soọc
sofo	soọng
sono	soọn
somo	soọm
sovo	soọp
soro	soọt

sal	sạ
saul	sạo
sajl	sại
sacl	sạc
safl	sạng
sanl	sạn
saml	sạm
savl	sạp
sarl	sạt

sao	soạ
sauo	soạo
